1. 答案1:  36'5/42
8757. 答案8757:  9'63/73
8758. 答案8758:  3534'287/2969
8759. 答案8759:  169'173/185
8760. 答案8760:  127'17/348
8761. 答案8761:  3858'67/1136
8762. 答案8762:  4759'40/93
8763. 答案8763:  10'1/4
8764. 答案8764:  26'19/103
8765. 答案8765:  27'1582/1615
8766. 答案8766:  42'5407/13299
8767. 答案8767:  36'5/94
8768. 答案8768:  361'7/23
8769. 答案8769:  99'47/54
8770. 答案8770:  95'2/7
8771. 答案8771:  2'518/1261
8772. 答案8772:  6650/617439
8773. 答案8773:  434'11/28
8774. 答案8774:  81'229/2639
8775. 答案8775:  39'6/13
8776. 答案8776:  65'14767/52640
8777. 答案8777:  130'6/25
8778. 答案8778:  10'42/95
8779. 答案8779:  32'21745/21889
8780. 答案8780:  143'13/34
8781. 答案8781:  51'1/48
8782. 答案8782:  27'109/135
8783. 答案8783:  234'79/451
8784. 答案8784:  147'223/224
8785. 答案8785:  26/27
8786. 答案8786:  52'39/40
8787. 答案8787:  71'33/85
8788. 答案8788:  117'13/45
8789. 答案8789:  1'1783/2093
8790. 答案8790:  1276'7/27
8791. 答案8791:  35'49/51
8792. 答案8792:  155'509/1650
8793. 答案8793:  12215'23/31
8794. 答案8794:  5542528/6551545
8795. 答案8795:  2'7307/7866
8796. 答案8796:  44132/2316537
8797. 答案8797:  4860/504257
8798. 答案8798:  85'20/97
8799. 答案8799:  24'25603/89712
8800. 答案8800:  1734'242/589
8801. 答案8801:  8'19/27
8802. 答案8802:  111'959/1140
8803. 答案8803:  102
8804. 答案8804:  76'17/66
8805. 答案8805:  16'2704/2775
8806. 答案8806:  62'15/94
8807. 答案8807:  53'16/43
8808. 答案8808:  4'15182/95475
8809. 答案8809:  4394'18/305
8810. 答案8810:  72540
8811. 答案8811:  610/5977
8812. 答案8812:  103'1/2
8813. 答案8813:  4'1902/6175
8814. 答案8814:  4088'15/47
8815. 答案8815:  62'11246/22707
8816. 答案8816:  3'101253/226495
8817. 答案8817:  5'3/5
8818. 答案8818:  91'9/94
8819. 答案8819:  270'228/1955
8820. 答案8820:  21'60/77
8821. 答案8821:  83'33/85
8822. 答案8822:  3
8823. 答案8823:  2'24/49
8824. 答案8824:  103'1/3
8825. 答案8825:  15'9/17
8826. 答案8826:  78'36/41
8827. 答案8827:  27'7/8
8828. 答案8828:  1322'10/11
8829. 答案8829:  438'2/3
8830. 答案8830:  4'43/58
8831. 答案8831:  17'269/576
8832. 答案8832:  9'1/3
8833. 答案8833:  16219'3/5
8834. 答案8834:  310'6/11
8835. 答案8835:  102'14/31
8836. 答案8836:  145'11/17
8837. 答案8837:  120/461
8838. 答案8838:  388'431/7813
8839. 答案8839:  38'50/59
8840. 答案8840:  73'37/42
8841. 答案8841:  5208
8842. 答案8842:  225'1493/2100
8843. 答案8843:  1501/2650
8844. 答案8844:  55'2539/3816
8845. 答案8845:  2'1426/5893
8846. 答案8846:  6927'6/23
8847. 答案8847:  1'142/749
8848. 答案8848:  2'65/3496
8849. 答案8849:  74
8850. 答案8850:  1456/2153
8851. 答案8851:  15'75751/109560
8852. 答案8852:  49
8853. 答案8853:  5045'1177/1340
8854. 答案8854:  695
8855. 答案8855:  56'25/33
8856. 答案8856:  44'25574/69479
8857. 答案8857:  48'2/45
8858. 答案8858:  17'5/67
8859. 答案8859:  3
8860. 答案8860:  2448
8861. 答案8861:  488'1/4
8862. 答案8862:  5'142/225
8863. 答案8863:  168'201989/426213
8864. 答案8864:  17'21/26
8865. 答案8865:  31/35
8866. 答案8866:  151'7/25
8867. 答案8867:  10'35/97
8868. 答案8868:  37143'3/11
8869. 答案8869:  735
8870. 答案8870:  45'14135/111333
8871. 答案8871:  1249'1574/1581
8872. 答案8872:  2783'271/420
8873. 答案8873:  18'862/7719
8874. 答案8874:  33'3215/3337
8875. 答案8875:  98'26/243
8876. 答案8876:  5608'179/195
8877. 答案8877:  15
8878. 答案8878:  62'3/8
8879. 答案8879:  143'7/95
8880. 答案8880:  125'19/136
8881. 答案8881:  5050'19/23
8882. 答案8882:  17/186
8883. 答案8883:  238'66/119
8884. 答案8884:  104'3/55
8885. 答案8885:  26'1/27
8886. 答案8886:  5981'8/37
8887. 答案8887:  55
8888. 答案8888:  5854'26/31
8889. 答案8889:  43'27/53
8890. 答案8890:  25
8891. 答案8891:  8'16/93
8892. 答案8892:  3434'16/375
8893. 答案8893:  126'3/11
8894. 答案8894:  431'1535/9889
8895. 答案8895:  56'12/29
8896. 答案8896:  73'1241/2511
8897. 答案8897:  243'1477/1900
8898. 答案8898:  2465'1/4
8899. 答案8899:  117'4/33
8900. 答案8900:  4'653/968
8901. 答案8901:  45/122
8902. 答案8902:  92'23/12054
8903. 答案8903:  28'2/7
8904. 答案8904:  49357/68080
8905. 答案8905:  10'29/84
8906. 答案8906:  2392
8907. 答案8907:  21'17423/35060
8908. 答案8908:  95'30107/30791
8909. 答案8909:  157'83/1118
8910. 答案8910:  12'25/124
8911. 答案8911:  68'4/15
8912. 答案8912:  88'121/210
8913. 答案8913:  9509'1/2
8914. 答案8914:  42'122/1119
8915. 答案8915:  83'7/12
8916. 答案8916:  103'10/13
8917. 答案8917:  1051'5/9
8918. 答案8918:  38'26/41
8919. 答案8919:  8'11/16
8920. 答案8920:  16'278/869
8921. 答案8921:  4'82556/89817
8922. 答案8922:  1'6080/6399
8923. 答案8923:  8'2176/6723
8924. 答案8924:  5958'36/2275
8925. 答案8925:  142'37/60
8926. 答案8926:  25'1473/1633
8927. 答案8927:  113'19/24
8928. 答案8928:  157'52/73
8929. 答案8929:  5'202/483
8930. 答案8930:  6094'3326/67095
8931. 答案8931:  93'193/360
8932. 答案8932:  123'3/4
8933. 答案8933:  78
8934. 答案8934:  1'108239/160645
8935. 答案8935:  12'43/280
8936. 答案8936:  9'485/1314
8937. 答案8937:  1'76/189
8938. 答案8938:  2'5/8
8939. 答案8939:  46'259577/718590
8940. 答案8940:  46'761/1254
8941. 答案8941:  4080
8942. 答案8942:  428'64/91
8943. 答案8943:  443'1/7
8944. 答案8944:  114'277/390
8945. 答案8945:  388'40/171
8946. 答案8946:  2'37635329/51712750
8947. 答案8947:  44'37/57
8948. 答案8948:  2862'3/8
8949. 答案8949:  72'34/39
8950. 答案8950:  2412'2/3
8951. 答案8951:  30/43
8952. 答案8952:  11651'1135/2501
8953. 答案8953:  392'59/78
8954. 答案8954:  335'1/2
8955. 答案8955:  29'270/1513
8956. 答案8956:  1252'2245/2254
8957. 答案8957:  66
8958. 答案8958:  105
8959. 答案8959:  13/18
8960. 答案8960:  91'4/13
8961. 答案8961:  66
8962. 答案8962:  196'51/86
8963. 答案8963:  157/1599
8964. 答案8964:  42'324/2921
8965. 答案8965:  62'5/6
8966. 答案8966:  158'779/850
8967. 答案8967:  53'13/46
8968. 答案8968:  45'9/11
8969. 答案8969:  27'347/3690
8970. 答案8970:  54'242/435
8971. 答案8971:  14743'19/24
8972. 答案8972:  54'17/33
8973. 答案8973:  7'1438/2975
8974. 答案8974:  271'99/155
8975. 答案8975:  3283
8976. 答案8976:  22'1/2
8977. 答案8977:  29'2073/2080
8978. 答案8978:  11'351/4759
8979. 答案8979:  87
8980. 答案8980:  91'199/651
8981. 答案8981:  52/59
8982. 答案8982:  1781'4/15
8983. 答案8983:  23'4/5
8984. 答案8984:  108'17/35
8985. 答案8985:  31'133/312
8986. 答案8986:  67'20/47
8987. 答案8987:  25'188/455
8988. 答案8988:  3/77
8989. 答案8989:  52'787/4619
8990. 答案8990:  253'8/15
8991. 答案8991:  7900'73/336
8992. 答案8992:  6/25
8993. 答案8993:  74'19/68
8994. 答案8994:  17'4/5
8995. 答案8995:  41'503/929
8996. 答案8996:  79'5/13
8997. 答案8997:  140'5/14
8998. 答案8998:  13484'625/836
8999. 答案8999:  33'3/4
9000. 答案9000:  155'26331/186830
9001. 答案9001:  33/37
9002. 答案9002:  29/303
9003. 答案9003:  878'1/2
9004. 答案9004:  19'152/945
9005. 答案9005:  1936'44/59
9006. 答案9006:  50'33/92
9007. 答案9007:  1487'4987/7259
9008. 答案9008:  61'38/97
9009. 答案9009:  29886'6/11
9010. 答案9010:  9'1/3
9011. 答案9011:  6'1570/1843
9012. 答案9012:  5'5062/6783
9013. 答案9013:  5811'3/47
9014. 答案9014:  28'1/5
9015. 答案9015:  83'109915/112896
9016. 答案9016:  29716/56551
9017. 答案9017:  68'2/11
9018. 答案9018:  1462'1073/1679
9019. 答案9019:  28'39/89
9020. 答案9020:  6114'87/152
9021. 答案9021:  150'58/65
9022. 答案9022:  243
9023. 答案9023:  962
9024. 答案9024:  98'1/3
9025. 答案9025:  77'2629/9785
9026. 答案9026:  19'1/3
9027. 答案9027:  34'479/1504
9028. 答案9028:  869/116144
9029. 答案9029:  701'37/84
9030. 答案9030:  41'4697/5135
9031. 答案9031:  9'2367/6137
9032. 答案9032:  87/98
9033. 答案9033:  539'91/178
9034. 答案9034:  98'987/1615
9035. 答案9035:  54
9036. 答案9036:  11'653/663
9037. 答案9037:  3290'391/27432
9038. 答案9038:  2080'4/105
9039. 答案9039:  32'30/59
9040. 答案9040:  61'43/52
9041. 答案9041:  168'13/19
9042. 答案9042:  0
9043. 答案9043:  71/96
9044. 答案9044:  5'3427/4466
9045. 答案9045:  32'155/246
9046. 答案9046:  23072/30981
9047. 答案9047:  94'8552/10323
9048. 答案9048:  1583'229/252
9049. 答案9049:  5401627/50916720
9050. 答案9050:  168
9051. 答案9051:  1683'1/50
9052. 答案9052:  228'215/323
9053. 答案9053:  98'823/840
9054. 答案9054:  34'26/95
9055. 答案9055:  33/1564
9056. 答案9056:  3524'1/2
9057. 答案9057:  260064
9058. 答案9058:  51'121/537
9059. 答案9059:  55'7/8
9060. 答案9060:  27'2054/2075
9061. 答案9061:  28'5201/8370
9062. 答案9062:  281'1/9
9063. 答案9063:  65'1/60
9064. 答案9064:  5668'7/13
9065. 答案9065:  38'37/258
9066. 答案9066:  27'481239/761423
9067. 答案9067:  639
9068. 答案9068:  4624
9069. 答案9069:  235008/249565
9070. 答案9070:  42'5/46
9071. 答案9071:  570
9072. 答案9072:  81'1/4
9073. 答案9073:  124
9074. 答案9074:  93
9075. 答案9075:  1672'2/9
9076. 答案9076:  24'2856/6025
9077. 答案9077:  91'11/15
9078. 答案9078:  34
9079. 答案9079:  53'59/77
9080. 答案9080:  195/779
9081. 答案9081:  1'11/17
9082. 答案9082:  152
9083. 答案9083:  8/115
9084. 答案9084:  2778'56/69
9085. 答案9085:  117'29/195
9086. 答案9086:  45'54/85
9087. 答案9087:  99
9088. 答案9088:  123
9089. 答案9089:  110'7/46
9090. 答案9090:  94'3/5
9091. 答案9091:  30'8/9
9092. 答案9092:  114'19/75
9093. 答案9093:  1'67/96
9094. 答案9094:  91423'3/59
9095. 答案9095:  1358'10507/75640
9096. 答案9096:  15'1616/2747
9097. 答案9097:  46'13/14
9098. 答案9098:  3898'123/176
9099. 答案9099:  5'1430863/1455025
9100. 答案9100:  88'9/28
9101. 答案9101:  1209'202/285
9102. 答案9102:  1'1/9
9103. 答案9103:  3126'2/7
9104. 答案9104:  21'245/251
9105. 答案9105:  148'47/54
9106. 答案9106:  31842/2559919
9107. 答案9107:  1'217/408
9108. 答案9108:  24705
9109. 答案9109:  63'13/24
9110. 答案9110:  12313'371/460
9111. 答案9111:  74'19/41
9112. 答案9112:  75'2/5
9113. 答案9113:  8'4/5
9114. 答案9114:  189/1081
9115. 答案9115:  14910
9116. 答案9116:  3177
9117. 答案9117:  69'17/210
9118. 答案9118:  846'30/43
9119. 答案9119:  106'27/44
9120. 答案9120:  2'4505/39272
9121. 答案9121:  6'12/13
9122. 答案9122:  4267'8/19
9123. 答案9123:  28'4428/4493
9124. 答案9124:  41'13/19
9125. 答案9125:  3031/5335
9126. 答案9126:  70'1/4
9127. 答案9127:  1449/4681
9128. 答案9128:  18'2973/3077
9129. 答案9129:  59
9130. 答案9130:  25'23/75
9131. 答案9131:  7310'115/209
9132. 答案9132:  648'89/90
9133. 答案9133:  5928/11359
9134. 答案9134:  6160
9135. 答案9135:  25'41596/89861
9136. 答案9136:  9'4789/7379
9137. 答案9137:  10'13/60
9138. 答案9138:  3'369/1301
9139. 答案9139:  1653/2168
9140. 答案9140:  70
9141. 答案9141:  117'23/38
9142. 答案9142:  77'23/61
9143. 答案9143:  7'51/71
9144. 答案9144:  68'1/2
9145. 答案9145:  48'659/1260
9146. 答案9146:  682'22/37
9147. 答案9147:  13'18/25
9148. 答案9148:  91'34/37
9149. 答案9149:  51'2/3
9150. 答案9150:  77'74/85
9151. 答案9151:  464'9/20
9152. 答案9152:  84'929/1558
9153. 答案9153:  60'103/156
9154. 答案9154:  3350
9155. 答案9155:  16'5702/7875
9156. 答案9156:  393'5/87
9157. 答案9157:  93'5/16
9158. 答案9158:  2670'857/1034
9159. 答案9159:  118'197/561
9160. 答案9160:  96'10/13
9161. 答案9161:  3'893/2688
9162. 答案9162:  22'24268/285335
9163. 答案9163:  70
9164. 答案9164:  3696
9165. 答案9165:  6826'19/24
9166. 答案9166:  1
9167. 答案9167:  102'31/37
9168. 答案9168:  9
9169. 答案9169:  49'61752/5823163
9170. 答案9170:  21'54/83
9171. 答案9171:  53'19/78
9172. 答案9172:  1'2/13
9173. 答案9173:  8497/15539
9174. 答案9174:  260'12/23
9175. 答案9175:  1254'1/3
9176. 答案9176:  131'7/54
9177. 答案9177:  92'67/88
9178. 答案9178:  4'29783/29817
9179. 答案9179:  1327'277/1183
9180. 答案9180:  69'15/17
9181. 答案9181:  50'13/18
9182. 答案9182:  58
9183. 答案9183:  84'813/3185
9184. 答案9184:  208
9185. 答案9185:  12'209/624
9186. 答案9186:  29'2/9
9187. 答案9187:  12049'5/7
9188. 答案9188:  101'12/55
9189. 答案9189:  36'2/17
9190. 答案9190:  80'15/19
9191. 答案9191:  70
9192. 答案9192:  19'48/97
9193. 答案9193:  222
9194. 答案9194:  5'223/531
9195. 答案9195:  1547'37933/136249
9196. 答案9196:  156'568/1325
9197. 答案9197:  2/3
9198. 答案9198:  712/1539
9199. 答案9199:  3'7/8
9200. 答案9200:  3721
9201. 答案9201:  3196
9202. 答案9202:  105'18/49
9203. 答案9203:  162'637/1102
9204. 答案9204:  188'67916/94019
9205. 答案9205:  122'2/5
9206. 答案9206:  1'1617219/2149381
9207. 答案9207:  191'79/770
9208. 答案9208:  157'88985/96508
9209. 答案9209:  168'18/47
9210. 答案9210:  59'2419/5162
9211. 答案9211:  12'4/23
9212. 答案9212:  4842'1519/2328
9213. 答案9213:  1867'17/26
9214. 答案9214:  809'83/85
9215. 答案9215:  323'87/91
9216. 答案9216:  43/90
9217. 答案9217:  60
9218. 答案9218:  3'15/22
9219. 答案9219:  11
9220. 答案9220:  3503'1/2
9221. 答案9221:  4618745/6741504
9222. 答案9222:  1'3/11
9223. 答案9223:  2542/2811
9224. 答案9224:  39
9225. 答案9225:  94'1/2
9226. 答案9226:  49'21/97
9227. 答案9227:  23'5/9
9228. 答案9228:  324
9229. 答案9229:  3
9230. 答案9230:  4408
9231. 答案9231:  115'281/360
9232. 答案9232:  864
9233. 答案9233:  696
9234. 答案9234:  116'2975/3741
9235. 答案9235:  7'950/18117
9236. 答案9236:  514840'20/37
9237. 答案9237:  58'1046/6461
9238. 答案9238:  669'1/2
9239. 答案9239:  1760
9240. 答案9240:  1588'181/748
9241. 答案9241:  19
9242. 答案9242:  1'69/91
9243. 答案9243:  7'49/288
9244. 答案9244:  16'4/11
9245. 答案9245:  51'161/183888
9246. 答案9246:  84'1/67
9247. 答案9247:  46'7/33
9248. 答案9248:  71/95
9249. 答案9249:  829/2436
9250. 答案9250:  5'15/31
9251. 答案9251:  109'85634/140715
9252. 答案9252:  4'17/19
9253. 答案9253:  105'169/777
9254. 答案9254:  3438'45/46
9255. 答案9255:  2'332/359
9256. 答案9256:  3'59/83
9257. 答案9257:  2548'131/324
9258. 答案9258:  1236'84/97
9259. 答案9259:  378'1/38
9260. 答案9260:  179'5/7
9261. 答案9261:  391/20972
9262. 答案9262:  4'77/138
9263. 答案9263:  137'287/1425
9264. 答案9264:  15'1/9
9265. 答案9265:  10'727/1131
9266. 答案9266:  126'3/77
9267. 答案9267:  39986'26/69
9268. 答案9268:  13'13/245
9269. 答案9269:  703'59/81
9270. 答案9270:  1'365/813
9271. 答案9271:  6768
9272. 答案9272:  1360/1541
9273. 答案9273:  1506'82/87
9274. 答案9274:  107'1/2
9275. 答案9275:  19'7/11
9276. 答案9276:  38'7/18
9277. 答案9277:  93'637/1264
9278. 答案9278:  29'1/4
9279. 答案9279:  80
9280. 答案9280:  85'13/21
9281. 答案9281:  41'28/31
9282. 答案9282:  114/7223
9283. 答案9283:  11151/12245
9284. 答案9284:  163
9285. 答案9285:  1'1249/4731
9286. 答案9286:  113'26/41
9287. 答案9287:  253'187/200
9288. 答案9288:  1025/1878
9289. 答案9289:  158'4/23
9290. 答案9290:  56'1/2
9291. 答案9291:  23'2707/7912
9292. 答案9292:  100
9293. 答案9293:  16'4/13
9294. 答案9294:  47'16/45
9295. 答案9295:  43520
9296. 答案9296:  4973'5655/45122
9297. 答案9297:  57'26/31
9298. 答案9298:  12'47/60
9299. 答案9299:  3794'2523/2888
9300. 答案9300:  5/8
9301. 答案9301:  138'691/935
9302. 答案9302:  514'21/25
9303. 答案9303:  1'970/1007
9304. 答案9304:  32/35
9305. 答案9305:  243'63/149
9306. 答案9306:  38'47/66
9307. 答案9307:  8'20035/56758
9308. 答案9308:  9
9309. 答案9309:  19'4/21
9310. 答案9310:  2'22/63
9311. 答案9311:  3239'1/2
9312. 答案9312:  80'2183/7590
9313. 答案9313:  340'5/31
9314. 答案9314:  46'9/41
9315. 答案9315:  70/913
9316. 答案9316:  100'9068/33299
9317. 答案9317:  18
9318. 答案9318:  6301'37/38
9319. 答案9319:  135
9320. 答案9320:  211'113/1479
9321. 答案9321:  1620'127/315
9322. 答案9322:  109'643/2340
9323. 答案9323:  4607'16/91
9324. 答案9324:  52'1/5
9325. 答案9325:  106
9326. 答案9326:  287/942
9327. 答案9327:  5940
9328. 答案9328:  4974'2/9
9329. 答案9329:  40'1880/2403
9330. 答案9330:  129'13/70
9331. 答案9331:  2480
9332. 答案9332:  166'3107/13095
9333. 答案9333:  122'2/3
9334. 答案9334:  14/19
9335. 答案9335:  238'2/3
9336. 答案9336:  3'1427/1519
9337. 答案9337:  14
9338. 答案9338:  2680/5893
9339. 答案9339:  6989'8/67
9340. 答案9340:  10'2/205
9341. 答案9341:  3625'3/4
9342. 答案9342:  455
9343. 答案9343:  62'21/47
9344. 答案9344:  17'1/4
9345. 答案9345:  90'727/940
9346. 答案9346:  1'1594/1625
9347. 答案9347:  71'17/25
9348. 答案9348:  77'5/41
9349. 答案9349:  2481
9350. 答案9350:  4622'14/585
9351. 答案9351:  15'457/470
9352. 答案9352:  68'377/869
9353. 答案9353:  8'6/7
9354. 答案9354:  38'47/83
9355. 答案9355:  74'25/43
9356. 答案9356:  192'33/47
9357. 答案9357:  258'285/328
9358. 答案9358:  24091'25/188
9359. 答案9359:  6025'44/45
9360. 答案9360:  1'5/31
9361. 答案9361:  2'2493/3016
9362. 答案9362:  88/95
9363. 答案9363:  20'1585/10764
9364. 答案9364:  287/573
9365. 答案9365:  41'1974/2035
9366. 答案9366:  6'3248/5317
9367. 答案9367:  14'74/93
9368. 答案9368:  6'36/37
9369. 答案9369:  28'4/57
9370. 答案9370:  2185
9371. 答案9371:  200'2/3
9372. 答案9372:  1040/1061
9373. 答案9373:  5396'7/15
9374. 答案9374:  9800
9375. 答案9375:  48'1/9
9376. 答案9376:  70'1/8
9377. 答案9377:  48289'49/95
9378. 答案9378:  117'17/24
9379. 答案9379:  91'6/23
9380. 答案9380:  14'90182/93899
9381. 答案9381:  22/175
9382. 答案9382:  75'2/35
9383. 答案9383:  23'1/146
9384. 答案9384:  32'161/215
9385. 答案9385:  130'65/81
9386. 答案9386:  25'7/13
9387. 答案9387:  290'7/44
9388. 答案9388:  3'329/2200
9389. 答案9389:  616/717
9390. 答案9390:  17'647/703
9391. 答案9391:  1385/1691
9392. 答案9392:  437'3323/4316
9393. 答案9393:  9'72/97
9394. 答案9394:  18'26/627
9395. 答案9395:  106'17061/39760
9396. 答案9396:  78
9397. 答案9397:  94'15/17
9398. 答案9398:  168'71/120
9399. 答案9399:  59'1609/2470
9400. 答案9400:  15'2/5
9401. 答案9401:  164
9402. 答案9402:  86'794/2457
9403. 答案9403:  174'119/143
9404. 答案9404:  1084'52/53
9405. 答案9405:  82'5611/7592
9406. 答案9406:  72'959/972
9407. 答案9407:  22
9408. 答案9408:  11'9/31
9409. 答案9409:  67'1/5
9410. 答案9410:  25'5/7
9411. 答案9411:  39'3/4
9412. 答案9412:  97
9413. 答案9413:  14'4/319
9414. 答案9414:  71'47/57
9415. 答案9415:  40/171
9416. 答案9416:  16'3793/15992
9417. 答案9417:  9/260
9418. 答案9418:  101'34399/40320
9419. 答案9419:  66'4657/25542
9420. 答案9420:  36170'5/14
9421. 答案9421:  6'30/79
9422. 答案9422:  45'2029/2432
9423. 答案9423:  2190'1009/1110
9424. 答案9424:  4'86/91
9425. 答案9425:  78'9/25
9426. 答案9426:  156'2/3
9427. 答案9427:  175'7/27
9428. 答案9428:  57'4/21
9429. 答案9429:  40
9430. 答案9430:  1'75259/113336
9431. 答案9431:  144'325/329
9432. 答案9432:  1'39/55
9433. 答案9433:  646'165/376
9434. 答案9434:  24'191/255
9435. 答案9435:  17'3/22
9436. 答案9436:  136'5/11
9437. 答案9437:  26'2/3
9438. 答案9438:  4810'49/150
9439. 答案9439:  25'19/21
9440. 答案9440:  3145'173/435
9441. 答案9441:  8125'1/2
9442. 答案9442:  177'27/29
9443. 答案9443:  165'2/3
9444. 答案9444:  19'19/21
9445. 答案9445:  86'44163/76112
9446. 答案9446:  154/837
9447. 答案9447:  481'5/6
9448. 答案9448:  52'7/40
9449. 答案9449:  28'254/2109
9450. 答案9450:  91'448/759
9451. 答案9451:  88'109009/114310
9452. 答案9452:  286
9453. 答案9453:  360/913
9454. 答案9454:  4139'1/9
9455. 答案9455:  1957'87/589
